Ver. 4 7 real time data, Monday, August 28, 2017 1:58:57 AM
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
29042	1654	1.680000	12.580000	7.670000	0.930000	0.790000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
29202	1673	1.550000	12.670000	7.730000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
29363	1709	1.550000	12.670000	7.690000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
29523	1755	1.590000	12.680000	7.700000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
29703	1788	1.530000	12.890000	7.820000	0.920000	0.810000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
29873	1833	1.630000	12.860000	7.800000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30054	1872	1.550000	12.720000	7.670000	0.930000	0.810000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30224	1902	1.480000	12.520000	7.560000	0.910000	0.810000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30404	1948	1.590000	12.760000	7.730000	0.920000	0.810000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30564	1990	1.610000	12.610000	7.590000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30735	2025	1.590000	12.470000	7.530000	0.910000	0.810000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
30915	2049	1.590000	11.950000	7.200000	0.960000	0.730000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31095	2081	1.760000	10.380000	6.050000	0.940000	0.620000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31255	2096	1.780000	9.810000	5.650000	0.940000	0.590000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31426	2113	1.800000	9.670000	5.540000	0.920000	0.590000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31606	2129	1.800000	9.580000	5.480000	0.940000	0.580000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31786	2148	1.660000	9.480000	5.390000	0.930000	0.570000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
31976	2159	1.820000	9.340000	5.280000	0.940000	0.580000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
32147	2176	1.880000	9.500000	5.360000	0.930000	0.570000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
32327	2194	1.780000	9.200000	5.250000	0.940000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
32497	2207	1.880000	9.210000	5.280000	0.940000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
32677	2220	1.840000	9.340000	5.280000	0.930000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
32838	2234	1.840000	9.170000	5.190000	0.940000	0.550000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
32998	2255	1.880000	11.150000	6.430000	0.900000	0.610000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
33168	2271	1.530000	11.290000	6.480000	0.900000	0.680000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
33348	2299	1.700000	12.550000	7.290000	0.890000	0.740000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
33519	2333	1.650000	12.800000	7.650000	0.900000	0.770000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
33699	2371	1.590000	13.050000	7.800000	0.910000	0.780000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
33879	2402	1.570000	12.910000	7.740000	0.900000	0.790000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
34049	2442	1.550000	12.650000	7.530000	0.900000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
34230	2473	1.650000	13.030000	7.780000	0.910000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
34400	2515	1.590000	12.920000	7.670000	0.900000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
34580	2555	1.610000	12.980000	7.700000	0.900000	0.800000	82.000000	70.000000	251	0.000000	0.000000	0.885000	0	0	0	
34750	2521	1.210000	7.180000	4.170000	1.030000	0.390000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
34931	2565	1.250000	4.640000	2.560000	0.930000	0.260000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
35091	2578	1.720000	4.450000	2.410000	0.930000	0.240000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
35271	2555	1.650000	4.440000	2.410000	0.920000	0.240000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
35441	2527	1.650000	4.420000	2.390000	0.930000	0.230000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
35632	2481	1.630000	4.390000	2.380000	0.930000	0.230000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
35812	2412	1.550000	4.230000	2.300000	0.930000	0.220000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
35982	2349	1.680000	4.180000	2.270000	0.930000	0.230000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
36142	2250	1.660000	4.230000	2.300000	0.930000	0.220000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
36323	2179	1.610000	4.170000	2.250000	0.930000	0.220000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
36483	2026	1.650000	4.530000	2.480000	0.930000	0.250000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
36673	1836	1.800000	4.640000	2.540000	0.920000	0.260000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
36853	1600	1.840000	5.460000	2.980000	0.930000	0.320000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37024	1620	2.080000	6.340000	3.470000	0.920000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37204	1596	2.080000	8.670000	4.730000	0.910000	0.460000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37374	1606	1.780000	8.610000	4.770000	0.920000	0.520000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37554	1606	1.650000	9.180000	5.170000	0.920000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37725	1617	1.680000	11.910000	6.940000	0.920000	0.650000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
37905	1613	1.650000	11.480000	6.790000	0.940000	0.720000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38065	1625	1.610000	11.880000	7.060000	0.920000	0.750000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38225	1635	1.720000	12.260000	7.440000	0.940000	0.770000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38406	1644	1.570000	12.390000	7.510000	0.930000	0.780000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38556	1661	1.650000	12.380000	7.520000	0.940000	0.780000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38716	1669	1.590000	12.370000	7.520000	0.930000	0.790000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
38876	1683	1.550000	12.420000	7.550000	0.930000	0.790000	82.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
39037	1716	1.630000	12.610000	7.620000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
39217	1707	1.570000	12.520000	7.650000	0.930000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
39377	1714	1.650000	12.520000	7.620000	0.940000	0.800000	82.000000	70.000000	251	0.000000	0.000000	0.885000	0	0	0	
39537	1755	1.680000	12.460000	7.550000	0.940000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
39697	1736	1.700000	12.560000	7.620000	0.920000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
39858	1745	1.590000	12.630000	7.640000	0.940000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
40018	1797	1.700000	12.420000	7.460000	0.930000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
40178	1772	1.660000	12.340000	7.510000	0.930000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
40348	1767	1.680000	12.530000	7.570000	0.940000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
40509	1822	1.630000	12.310000	7.450000	0.930000	0.800000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
40669	1802	1.630000	11.340000	6.780000	0.960000	0.710000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
40829	1805	1.530000	10.170000	5.980000	0.960000	0.620000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
40989	1816	1.660000	9.220000	5.270000	0.940000	0.600000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
41150	1829	2.020000	9.160000	5.200000	0.950000	0.580000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
41310	1830	1.910000	9.180000	5.220000	0.950000	0.570000	82.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
41470	1844	1.910000	9.150000	5.220000	0.940000	0.570000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
41650	1841	1.880000	9.210000	5.240000	0.950000	0.570000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
41821	1843	1.800000	9.160000	5.200000	0.950000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
41981	1846	1.820000	9.100000	5.160000	0.950000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
42141	1845	1.880000	9.210000	5.280000	0.940000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
42321	1851	1.800000	9.160000	5.160000	0.940000	0.560000	82.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
42481	1847	1.780000	8.540000	4.840000	0.970000	0.500000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
42642	1849	1.510000	7.510000	4.160000	0.970000	0.420000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
42802	1843	1.680000	6.260000	3.500000	0.960000	0.380000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
42962	1842	1.910000	6.000000	3.350000	0.970000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43122	1842	2.020000	6.150000	3.520000	0.950000	0.380000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43283	1840	2.200000	8.090000	4.430000	0.940000	0.450000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43443	1839	1.760000	8.390000	4.650000	0.940000	0.500000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43613	1837	1.750000	8.720000	4.900000	0.940000	0.520000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43773	1836	1.720000	8.810000	4.920000	0.940000	0.520000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
43934	1841	1.780000	8.760000	4.900000	0.940000	0.510000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
44094	1847	1.820000	8.700000	5.020000	0.940000	0.540000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
44254	1846	1.820000	9.580000	5.430000	0.930000	0.580000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
44414	1851	1.840000	9.930000	5.680000	0.930000	0.600000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
44575	1821	1.780000	10.110000	5.820000	0.930000	0.610000	82.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
44735	1856	1.680000	10.150000	5.840000	0.940000	0.600000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
44895	1855	1.610000	9.690000	5.570000	0.940000	0.590000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45055	1863	1.720000	9.630000	5.510000	0.950000	0.590000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45215	1858	1.680000	9.640000	5.500000	0.950000	0.590000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45376	1853	1.570000	7.860000	4.420000	0.970000	0.440000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45536	1853	1.590000	6.680000	3.730000	0.960000	0.380000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45696	1850	1.700000	6.470000	3.620000	0.960000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
45856	1846	1.780000	6.320000	3.500000	0.960000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46017	1843	1.860000	6.300000	3.500000	0.950000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46177	1839	1.820000	6.140000	3.400000	0.960000	0.350000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46337	1835	1.880000	6.020000	3.350000	0.950000	0.350000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46497	1823	2.000000	6.210000	3.450000	0.960000	0.350000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46657	1823	1.900000	5.780000	3.250000	0.950000	0.350000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46818	1811	1.930000	5.740000	3.220000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
46978	1807	2.080000	5.820000	3.240000	0.950000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
47138	1800	1.970000	5.930000	3.300000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
47298	1790	1.900000	5.860000	3.270000	0.950000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
47459	1786	1.880000	5.890000	3.280000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
47619	1782	1.880000	5.890000	3.280000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
47779	1778	1.930000	5.760000	3.220000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
47929	1767	2.040000	5.840000	3.270000	0.950000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
48100	1758	2.100000	5.910000	3.300000	0.960000	0.340000	82.000000	70.000000	251	0.000000	0.000000	0.850000	0	0	0	
48260	1755	2.020000	5.800000	3.230000	0.950000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
48410	1751	2.040000	5.910000	3.280000	0.950000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
48570	1738	1.970000	5.840000	3.250000	0.960000	0.340000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
48730	1731	2.040000	6.000000	3.350000	0.960000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
48891	1730	2.000000	6.260000	3.480000	0.950000	0.360000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49051	1715	2.040000	6.940000	3.810000	0.940000	0.390000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49211	1710	1.970000	7.130000	3.910000	0.950000	0.410000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49371	1705	1.820000	7.420000	4.090000	0.950000	0.420000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49532	1701	1.880000	7.980000	4.390000	0.940000	0.450000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49692	1701	1.820000	8.410000	4.660000	0.930000	0.480000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
49852	1702	1.800000	8.710000	4.960000	0.940000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
50012	1694	1.700000	8.800000	4.950000	0.950000	0.500000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
50173	1704	1.680000	8.770000	4.930000	0.940000	0.510000	82.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
50333	1698	1.700000	8.820000	4.960000	0.940000	0.510000	81.000000	70.000000	250	0.000000	0.000000	0.845000	0	0	0	
50493	1696	1.720000	8.820000	4.940000	0.940000	0.510000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
50653	1698	1.680000	9.010000	5.070000	0.940000	0.530000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
50813	1708	1.820000	12.010000	7.030000	0.910000	0.620000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
50974	1714	1.350000	11.250000	6.530000	0.930000	0.690000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
51134	1717	1.650000	11.340000	6.640000	0.950000	0.690000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
51294	1703	1.680000	11.540000	6.780000	0.940000	0.700000	82.000000	70.000000	251	0.000000	0.000000	0.870000	0	0	0	
51454	1733	1.590000	11.420000	6.750000	0.940000	0.700000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
51615	1739	1.700000	11.340000	6.670000	0.920000	0.710000	82.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
51775	1729	1.700000	11.380000	6.700000	0.930000	0.710000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
51935	1758	1.650000	11.580000	6.830000	0.930000	0.730000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
52095	1768	1.480000	15.880000	9.770000	0.900000	0.850000	82.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
52256	1786	1.140000	15.340000	9.410000	0.930000	0.920000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
52416	1795	1.370000	14.880000	9.260000	0.910000	0.960000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
52576	1820	1.440000	16.220000	9.990000	0.910000	1.040000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
52746	1844	1.350000	16.520000	10.400000	0.910000	1.070000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
52906	1862	1.330000	17.200000	10.710000	0.920000	1.100000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
53067	1897	1.290000	17.230000	10.760000	0.930000	1.130000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
53227	1935	1.350000	17.270000	10.850000	0.920000	1.150000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
53387	1950	1.370000	17.490000	10.950000	0.920000	1.170000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
53547	1979	1.350000	17.900000	11.180000	0.910000	1.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
53708	2015	1.350000	18.900000	11.890000	0.910000	1.210000	81.000000	70.000000	251	0.000000	0.000000	0.895000	0	0	0	
53868	2039	1.170000	19.150000	11.960000	0.910000	1.230000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54028	2067	1.170000	19.060000	11.960000	0.920000	1.230000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54188	2096	1.190000	19.290000	12.190000	0.920000	1.220000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54349	2131	1.250000	18.540000	11.740000	0.920000	1.220000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54509	2152	1.150000	16.540000	10.610000	0.990000	1.070000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54669	2158	1.310000	10.580000	6.330000	0.990000	0.630000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54829	2170	1.440000	7.220000	3.940000	0.930000	0.410000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
54989	2170	1.680000	5.900000	3.250000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.910000	0	0	0	
55150	2168	1.860000	5.270000	2.920000	0.940000	0.300000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
55310	2162	1.760000	5.060000	2.740000	0.940000	0.280000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
55470	2145	1.880000	4.880000	2.690000	0.940000	0.270000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
55630	2136	1.860000	4.610000	2.530000	0.940000	0.250000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
55791	2127	1.860000	4.200000	2.300000	0.940000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
55951	2093	1.860000	3.980000	2.160000	0.950000	0.220000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
56111	2124	1.880000	4.030000	2.180000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
56271	2116	1.800000	4.090000	2.210000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
56432	2074	1.680000	4.110000	2.220000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
56582	2091	1.630000	4.100000	2.220000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
56752	2078	1.650000	3.980000	2.160000	0.940000	0.220000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
56902	2058	1.590000	4.020000	2.170000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
57062	2041	1.550000	4.080000	2.220000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
57223	2035	1.610000	4.020000	2.170000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
57383	2026	1.610000	3.980000	2.150000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
57543	2013	1.570000	3.920000	2.110000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
57703	2002	1.570000	3.900000	2.110000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
57864	1991	1.480000	4.030000	2.180000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
58024	1984	1.530000	3.990000	2.160000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
58184	1964	1.510000	3.990000	2.150000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
58344	1947	1.440000	3.960000	2.150000	0.930000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
58505	1941	1.440000	3.940000	2.130000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
58665	1936	1.420000	3.940000	2.130000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
58825	1924	1.480000	3.860000	2.090000	0.940000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
58985	1910	1.480000	3.910000	2.120000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59145	1900	1.460000	3.900000	2.120000	0.930000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59306	1893	1.390000	3.820000	2.060000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59466	1881	1.440000	3.840000	2.080000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59626	1874	1.440000	3.870000	2.090000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59786	1862	1.420000	3.890000	2.100000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
59947	1859	1.420000	4.100000	2.220000	0.920000	0.220000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
60107	1853	1.510000	4.500000	2.440000	0.920000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
60267	1856	1.650000	4.820000	2.660000	0.940000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
